id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
3757,-100,-80.0,30.0,3.25,5.5,-65.69,11.176,-98,77.53,26.97,1.152409,0.785972,4.7521,0.1324
3758,-100,-80.0,30.0,3.25,7.0,-65.98,11.3024,-100,77.03,27.57,1.198131,0.86295,6.6575,0.1394
3759,-100,-80.0,30.0,3.25,8.5,-65.8,12.711,-100,77.96,26.45,1.25602,0.759471,3.0237,0.1738
3761,-100,-80.0,30.0,3.25,11.5,-65.43,14.7966,-100,78.33,26.0,1.32987,0.918339,5.5035,0.1128
3760,-100,-80.0,30.0,3.25,10.0,-65.78,13.6369,-100,79.0,25.2,1.445836,0.94121,5.0831,0.1187
3762,-100,-80.0,30.0,3.25,13.0,-65.9,16.0172,-100,78.25,26.1,1.398534,0.932558,5.7159,0.1263
3764,-100,-80.0,30.0,3.5,2.5,-63.37,10.828,-85,76.48,28.23,1.093692,0.75044,5.1911,0.1464
3763,-100,-80.0,30.0,3.5,1.0,-63.19,10.3473,-79,76.08,28.69,0.997246,0.625028,2.8609,0.1911
3765,-100,-80.0,30.0,3.5,4.0,-63.5,10.2945,-90,77.15,27.43,1.062528,0.672584,3.6763,0.1744
3766,-100,-80.0,30.0,3.5,5.5,-63.74,11.5206,-95,76.84,27.79,1.084482,0.676412,2.8583,0.1774
3767,-100,-80.0,30.0,3.5,7.0,-63.44,12.3147,-100,76.78,27.86,1.12631,0.761491,4.5097,0.1464
3768,-100,-80.0,30.0,3.5,8.5,-63.55,12.9118,-100,76.91,27.71,1.167741,0.768945,3.9656,0.1369
3769,-100,-80.0,30.0,3.5,10.0,-63.28,14.0693,-100,77.24,27.31,1.228332,0.804303,4.8236,0.148
3771,-100,-80.0,30.0,3.5,13.0,-63.37,16.3681,-100,77.99,26.42,1.294111,0.840464,4.578,0.1417
3770,-100,-80.0,30.0,3.5,11.5,-63.49,14.6814,-100,77.08,27.51,1.238391,0.836891,5.2757,0.1485
3772,-100,-80.0,30.0,3.75,1.0,-61.34,11.2372,-79,76.07,28.71,1.000891,0.645899,3.3425,0.1925
3773,-100,-80.0,30.0,3.75,2.5,-61.1,10.7655,-83,75.74,29.12,0.940318,0.641158,3.8845,0.1739
3774,-100,-80.0,30.0,3.75,4.0,-61.0,11.1106,-89,76.38,28.34,1.020257,0.619111,2.2837,0.1674
