id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA
117,-100,-90.0,100,2.0,5.0
118,-100,-90.0,100,2.0,5.5
119,-100,-90.0,100,2.0,6.0
120,-100,-90.0,100,2.0,6.5
121,-100,-90.0,100,2.0,7.0
122,-100,-90.0,100,2.0,7.5
123,-100,-90.0,100,2.0,8.0
124,-100,-90.0,100,2.0,8.5
125,-100,-90.0,100,2.0,9.0
126,-100,-90.0,100,2.0,9.5
127,-100,-90.0,100,2.0,10.0
128,-100,-90.0,100,2.0,10.5
129,-100,-90.0,100,2.0,11.0
130,-100,-90.0,100,2.0,11.5
131,-100,-90.0,100,2.0,12.0
132,-100,-90.0,100,2.0,12.5
133,-100,-90.0,100,2.0,13.0
134,-100,-90.0,100,2.0,13.5
135,-100,-90.0,100,2.0,14.0
136,-100,-90.0,100,2.25,1.0
137,-100,-90.0,100,2.25,1.5
138,-100,-90.0,100,2.25,2.0
139,-100,-90.0,100,2.25,2.5
140,-100,-90.0,100,2.25,3.0
141,-100,-90.0,100,2.25,3.5
142,-100,-90.0,100,2.25,4.0
143,-100,-90.0,100,2.25,4.5
144,-100,-90.0,100,2.25,5.0
145,-100,-90.0,100,2.25,5.5
146,-100,-90.0,100,2.25,6.0
147,-100,-90.0,100,2.25,6.5
148,-100,-90.0,100,2.25,7.0
149,-100,-90.0,100,2.25,7.5
150,-100,-90.0,100,2.25,8.0
151,-100,-90.0,100,2.25,8.5
152,-100,-90.0,100,2.25,9.0
153,-100,-90.0,100,2.25,9.5
154,-100,-90.0,100,2.25,10.0
155,-100,-90.0,100,2.25,10.5
156,-100,-90.0,100,2.25,11.0
157,-100,-90.0,100,2.25,11.5
158,-100,-90.0,100,2.25,12.0
159,-100,-90.0,100,2.25,12.5
160,-100,-90.0,100,2.25,13.0
161,-100,-90.0,100,2.25,13.5
162,-100,-90.0,100,2.25,14.0
163,-100,-90.0,100,2.5,1.0
164,-100,-90.0,100,2.5,1.5
165,-100,-90.0,100,2.5,2.0
166,-100,-90.0,100,2.5,2.5
167,-100,-90.0,100,2.5,3.0
168,-100,-90.0,100,2.5,3.5
169,-100,-90.0,100,2.5,4.0
170,-100,-90.0,100,2.5,4.5
171,-100,-90.0,100,2.5,5.0
172,-100,-90.0,100,2.5,5.5
173,-100,-90.0,100,2.5,6.0
174,-100,-90.0,100,2.5,6.5
175,-100,-90.0,100,2.5,7.0
176,-100,-90.0,100,2.5,7.5
177,-100,-90.0,100,2.5,8.0
178,-100,-90.0,100,2.5,8.5
179,-100,-90.0,100,2.5,9.0
180,-100,-90.0,100,2.5,9.5
181,-100,-90.0,100,2.5,10.0
182,-100,-90.0,100,2.5,10.5
183,-100,-90.0,100,2.5,11.0
184,-100,-90.0,100,2.5,11.5
185,-100,-90.0,100,2.5,12.0
186,-100,-90.0,100,2.5,12.5
187,-100,-90.0,100,2.5,13.0
188,-100,-90.0,100,2.5,13.5
189,-100,-90.0,100,2.5,14.0
190,-100,-90.0,100,2.75,1.0
191,-100,-90.0,100,2.75,1.5
192,-100,-90.0,100,2.75,2.0
193,-100,-90.0,100,2.75,2.5
194,-100,-90.0,100,2.75,3.0
195,-100,-90.0,100,2.75,3.5
196,-100,-90.0,100,2.75,4.0
197,-100,-90.0,100,2.75,4.5
198,-100,-90.0,100,2.75,5.0
199,-100,-90.0,100,2.75,5.5
200,-100,-90.0,100,2.75,6.0
201,-100,-90.0,100,2.75,6.5
202,-100,-90.0,100,2.75,7.0
203,-100,-90.0,100,2.75,7.5
204,-100,-90.0,100,2.75,8.0
205,-100,-90.0,100,2.75,8.5
206,-100,-90.0,100,2.75,9.0
207,-100,-90.0,100,2.75,9.5
208,-100,-90.0,100,2.75,10.0
209,-100,-90.0,100,2.75,10.5
210,-100,-90.0,100,2.75,11.0
211,-100,-90.0,100,2.75,11.5
212,-100,-90.0,100,2.75,12.0
213,-100,-90.0,100,2.75,12.5
214,-100,-90.0,100,2.75,13.0
215,-100,-90.0,100,2.75,13.5
216,-100,-90.0,100,2.75,14.0
217,-100,-90.0,100,3.0,1.0
218,-100,-90.0,100,3.0,1.5
219,-100,-90.0,100,3.0,2.0
220,-100,-90.0,100,3.0,2.5
221,-100,-90.0,100,3.0,3.0
222,-100,-90.0,100,3.0,3.5
223,-100,-90.0,100,3.0,4.0
224,-100,-90.0,100,3.0,4.5
225,-100,-90.0,100,3.0,5.0
226,-100,-90.0,100,3.0,5.5
227,-100,-90.0,100,3.0,6.0
228,-100,-90.0,100,3.0,6.5
229,-100,-90.0,100,3.0,7.0
230,-100,-90.0,100,3.0,7.5
231,-100,-90.0,100,3.0,8.0
232,-100,-90.0,100,3.0,8.5
233,-100,-90.0,100,3.0,9.0
234,-100,-90.0,100,3.0,9.5
235,-100,-90.0,100,3.0,10.0
236,-100,-90.0,100,3.0,10.5
237,-100,-90.0,100,3.0,11.0
238,-100,-90.0,100,3.0,11.5
239,-100,-90.0,100,3.0,12.0
240,-100,-90.0,100,3.0,12.5
241,-100,-90.0,100,3.0,13.0
242,-100,-90.0,100,3.0,13.5
243,-100,-90.0,100,3.0,14.0
244,-100,-90.0,100,3.25,1.0
245,-100,-90.0,100,3.25,1.5
246,-100,-90.0,100,3.25,2.0
247,-100,-90.0,100,3.25,2.5
248,-100,-90.0,100,3.25,3.0
249,-100,-90.0,100,3.25,3.5
250,-100,-90.0,100,3.25,4.0
251,-100,-90.0,100,3.25,4.5
252,-100,-90.0,100,3.25,5.0
253,-100,-90.0,100,3.25,5.5
254,-100,-90.0,100,3.25,6.0
255,-100,-90.0,100,3.25,6.5
256,-100,-90.0,100,3.25,7.0
257,-100,-90.0,100,3.25,7.5
258,-100,-90.0,100,3.25,8.0
259,-100,-90.0,100,3.25,8.5
260,-100,-90.0,100,3.25,9.0
261,-100,-90.0,100,3.25,9.5
262,-100,-90.0,100,3.25,10.0
263,-100,-90.0,100,3.25,10.5
264,-100,-90.0,100,3.25,11.0
265,-100,-90.0,100,3.25,11.5
266,-100,-90.0,100,3.25,12.0
267,-100,-90.0,100,3.25,12.5
268,-100,-90.0,100,3.25,13.0
269,-100,-90.0,100,3.25,13.5
270,-100,-90.0,100,3.25,14.0
271,-100,-90.0,100,3.5,1.0
272,-100,-90.0,100,3.5,1.5
273,-100,-90.0,100,3.5,2.0
274,-100,-90.0,100,3.5,2.5
275,-100,-90.0,100,3.5,3.0
276,-100,-90.0,100,3.5,3.5
277,-100,-90.0,100,3.5,4.0
278,-100,-90.0,100,3.5,4.5
279,-100,-90.0,100,3.5,5.0
280,-100,-90.0,100,3.5,5.5
281,-100,-90.0,100,3.5,6.0
282,-100,-90.0,100,3.5,6.5
283,-100,-90.0,100,3.5,7.0
284,-100,-90.0,100,3.5,7.5
285,-100,-90.0,100,3.5,8.0
286,-100,-90.0,100,3.5,8.5
287,-100,-90.0,100,3.5,9.0
288,-100,-90.0,100,3.5,9.5
289,-100,-90.0,100,3.5,10.0
290,-100,-90.0,100,3.5,10.5
291,-100,-90.0,100,3.5,11.0
292,-100,-90.0,100,3.5,11.5
293,-100,-90.0,100,3.5,12.0
294,-100,-90.0,100,3.5,12.5
295,-100,-90.0,100,3.5,13.0
296,-100,-90.0,100,3.5,13.5
297,-100,-90.0,100,3.5,14.0
298,-100,-90.0,100,3.75,1.0
299,-100,-90.0,100,3.75,1.5
300,-100,-90.0,100,3.75,2.0
301,-100,-90.0,100,3.75,2.5
302,-100,-90.0,100,3.75,3.0
303,-100,-90.0,100,3.75,3.5
304,-100,-90.0,100,3.75,4.0
305,-100,-90.0,100,3.75,4.5
306,-100,-90.0,100,3.75,5.0
307,-100,-90.0,100,3.75,5.5
308,-100,-90.0,100,3.75,6.0
309,-100,-90.0,100,3.75,6.5
310,-100,-90.0,100,3.75,7.0
311,-100,-90.0,100,3.75,7.5
312,-100,-90.0,100,3.75,8.0
313,-100,-90.0,100,3.75,8.5
314,-100,-90.0,100,3.75,9.0
315,-100,-90.0,100,3.75,9.5
316,-100,-90.0,100,3.75,10.0
317,-100,-90.0,100,3.75,10.5
318,-100,-90.0,100,3.75,11.0
319,-100,-90.0,100,3.75,11.5
320,-100,-90.0,100,3.75,12.0
321,-100,-90.0,100,3.75,12.5
322,-100,-90.0,100,3.75,13.0
323,-100,-90.0,100,3.75,13.5
324,-100,-90.0,100,3.75,14.0
325,-100,-90.0,100,4.0,1.0
326,-100,-90.0,100,4.0,1.5
327,-100,-90.0,100,4.0,2.0
328,-100,-90.0,100,4.0,2.5
329,-100,-90.0,100,4.0,3.0
330,-100,-90.0,100,4.0,3.5
331,-100,-90.0,100,4.0,4.0
332,-100,-90.0,100,4.0,4.5
333,-100,-90.0,100,4.0,5.0
334,-100,-90.0,100,4.0,5.5
335,-100,-90.0,100,4.0,6.0
336,-100,-90.0,100,4.0,6.5
337,-100,-90.0,100,4.0,7.0
338,-100,-90.0,100,4.0,7.5
339,-100,-90.0,100,4.0,8.0
340,-100,-90.0,100,4.0,8.5
341,-100,-90.0,100,4.0,9.0
342,-100,-90.0,100,4.0,9.5
343,-100,-90.0,100,4.0,10.0
344,-100,-90.0,100,4.0,10.5
345,-100,-90.0,100,4.0,11.0
346,-100,-90.0,100,4.0,11.5
347,-100,-90.0,100,4.0,12.0
348,-100,-90.0,100,4.0,12.5
349,-100,-90.0,100,4.0,13.0
350,-100,-90.0,100,4.0,13.5
351,-100,-90.0,100,4.0,14.0
352,-100,-90.0,100,4.25,1.0
353,-100,-90.0,100,4.25,1.5
354,-100,-90.0,100,4.25,2.0
355,-100,-90.0,100,4.25,2.5
356,-100,-90.0,100,4.25,3.0
357,-100,-90.0,100,4.25,3.5
358,-100,-90.0,100,4.25,4.0
359,-100,-90.0,100,4.25,4.5
360,-100,-90.0,100,4.25,5.0
361,-100,-90.0,100,4.25,5.5
362,-100,-90.0,100,4.25,6.0
363,-100,-90.0,100,4.25,6.5
364,-100,-90.0,100,4.25,7.0
365,-100,-90.0,100,4.25,7.5
366,-100,-90.0,100,4.25,8.0
367,-100,-90.0,100,4.25,8.5
368,-100,-90.0,100,4.25,9.0
369,-100,-90.0,100,4.25,9.5
370,-100,-90.0,100,4.25,10.0
371,-100,-90.0,100,4.25,10.5
372,-100,-90.0,100,4.25,11.0
373,-100,-90.0,100,4.25,11.5
374,-100,-90.0,100,4.25,12.0
375,-100,-90.0,100,4.25,12.5
376,-100,-90.0,100,4.25,13.0
377,-100,-90.0,100,4.25,13.5
378,-100,-90.0,100,4.25,14.0
379,-100,-90.0,100,4.5,1.0
380,-100,-90.0,100,4.5,1.5
381,-100,-90.0,100,4.5,2.0
382,-100,-90.0,100,4.5,2.5
383,-100,-90.0,100,4.5,3.0
384,-100,-90.0,100,4.5,3.5
385,-100,-90.0,100,4.5,4.0
386,-100,-90.0,100,4.5,4.5
387,-100,-90.0,100,4.5,5.0
388,-100,-90.0,100,4.5,5.5
389,-100,-90.0,100,4.5,6.0
390,-100,-90.0,100,4.5,6.5
391,-100,-90.0,100,4.5,7.0
392,-100,-90.0,100,4.5,7.5
393,-100,-90.0,100,4.5,8.0
394,-100,-90.0,100,4.5,8.5
395,-100,-90.0,100,4.5,9.0
396,-100,-90.0,100,4.5,9.5
397,-100,-90.0,100,4.5,10.0
398,-100,-90.0,100,4.5,10.5
399,-100,-90.0,100,4.5,11.0
400,-100,-90.0,100,4.5,11.5
401,-100,-90.0,100,4.5,12.0
402,-100,-90.0,100,4.5,12.5
403,-100,-90.0,100,4.5,13.0
404,-100,-90.0,100,4.5,13.5
405,-100,-90.0,100,4.5,14.0
406,-100,-90.0,100,4.75,1.0
407,-100,-90.0,100,4.75,1.5
408,-100,-90.0,100,4.75,2.0
409,-100,-90.0,100,4.75,2.5
410,-100,-90.0,100,4.75,3.0
411,-100,-90.0,100,4.75,3.5
412,-100,-90.0,100,4.75,4.0
413,-100,-90.0,100,4.75,4.5
414,-100,-90.0,100,4.75,5.0
415,-100,-90.0,100,4.75,5.5
416,-100,-90.0,100,4.75,6.0
417,-100,-90.0,100,4.75,6.5
418,-100,-90.0,100,4.75,7.0
419,-100,-90.0,100,4.75,7.5
420,-100,-90.0,100,4.75,8.0
421,-100,-90.0,100,4.75,8.5
422,-100,-90.0,100,4.75,9.0
423,-100,-90.0,100,4.75,9.5
424,-100,-90.0,100,4.75,10.0
425,-100,-90.0,100,4.75,10.5
426,-100,-90.0,100,4.75,11.0
427,-100,-90.0,100,4.75,11.5
428,-100,-90.0,100,4.75,12.0
429,-100,-90.0,100,4.75,12.5
430,-100,-90.0,100,4.75,13.0
431,-100,-90.0,100,4.75,13.5
432,-100,-90.0,100,4.75,14.0
433,-100,-90.0,100,5.0,1.0
434,-100,-90.0,100,5.0,1.5
435,-100,-90.0,100,5.0,2.0
436,-100,-90.0,100,5.0,2.5
437,-100,-90.0,100,5.0,3.0
438,-100,-90.0,100,5.0,3.5
439,-100,-90.0,100,5.0,4.0
440,-100,-90.0,100,5.0,4.5
441,-100,-90.0,100,5.0,5.0
442,-100,-90.0,100,5.0,5.5
443,-100,-90.0,100,5.0,6.0
444,-100,-90.0,100,5.0,6.5
445,-100,-90.0,100,5.0,7.0
446,-100,-90.0,100,5.0,7.5
447,-100,-90.0,100,5.0,8.0
448,-100,-90.0,100,5.0,8.5
449,-100,-90.0,100,5.0,9.0
450,-100,-90.0,100,5.0,9.5
451,-100,-90.0,100,5.0,10.0
452,-100,-90.0,100,5.0,10.5
453,-100,-90.0,100,5.0,11.0
454,-100,-90.0,100,5.0,11.5
455,-100,-90.0,100,5.0,12.0
456,-100,-90.0,100,5.0,12.5
457,-100,-90.0,100,5.0,13.0
458,-100,-90.0,100,5.0,13.5
459,-100,-90.0,100,5.0,14.0
460,-100,-85.0,100,1.0,1.0
461,-100,-85.0,100,1.0,1.5
462,-100,-85.0,100,1.0,2.0
463,-100,-85.0,100,1.0,2.5
464,-100,-85.0,100,1.0,3.0
465,-100,-85.0,100,1.0,3.5
466,-100,-85.0,100,1.0,4.0
467,-100,-85.0,100,1.0,4.5
468,-100,-85.0,100,1.0,5.0
469,-100,-85.0,100,1.0,5.5
470,-100,-85.0,100,1.0,6.0
471,-100,-85.0,100,1.0,6.5
472,-100,-85.0,100,1.0,7.0
473,-100,-85.0,100,1.0,7.5
474,-100,-85.0,100,1.0,8.0
475,-100,-85.0,100,1.0,8.5
476,-100,-85.0,100,1.0,9.0
477,-100,-85.0,100,1.0,9.5
478,-100,-85.0,100,1.0,10.0
479,-100,-85.0,100,1.0,10.5
480,-100,-85.0,100,1.0,11.0
481,-100,-85.0,100,1.0,11.5
482,-100,-85.0,100,1.0,12.0
483,-100,-85.0,100,1.0,12.5
484,-100,-85.0,100,1.0,13.0
485,-100,-85.0,100,1.0,13.5
486,-100,-85.0,100,1.0,14.0
487,-100,-85.0,100,1.25,1.0
488,-100,-85.0,100,1.25,1.5
489,-100,-85.0,100,1.25,2.0
490,-100,-85.0,100,1.25,2.5
491,-100,-85.0,100,1.25,3.0
492,-100,-85.0,100,1.25,3.5
493,-100,-85.0,100,1.25,4.0
494,-100,-85.0,100,1.25,4.5
495,-100,-85.0,100,1.25,5.0
496,-100,-85.0,100,1.25,5.5
497,-100,-85.0,100,1.25,6.0
498,-100,-85.0,100,1.25,6.5
499,-100,-85.0,100,1.25,7.0
500,-100,-85.0,100,1.25,7.5
501,-100,-85.0,100,1.25,8.0
502,-100,-85.0,100,1.25,8.5
503,-100,-85.0,100,1.25,9.0
504,-100,-85.0,100,1.25,9.5
505,-100,-85.0,100,1.25,10.0
506,-100,-85.0,100,1.25,10.5
507,-100,-85.0,100,1.25,11.0
508,-100,-85.0,100,1.25,11.5
509,-100,-85.0,100,1.25,12.0
510,-100,-85.0,100,1.25,12.5
511,-100,-85.0,100,1.25,13.0
512,-100,-85.0,100,1.25,13.5
513,-100,-85.0,100,1.25,14.0
514,-100,-85.0,100,1.5,1.0
515,-100,-85.0,100,1.5,1.5
516,-100,-85.0,100,1.5,2.0
517,-100,-85.0,100,1.5,2.5
518,-100,-85.0,100,1.5,3.0
519,-100,-85.0,100,1.5,3.5
520,-100,-85.0,100,1.5,4.0
521,-100,-85.0,100,1.5,4.5
522,-100,-85.0,100,1.5,5.0
523,-100,-85.0,100,1.5,5.5
524,-100,-85.0,100,1.5,6.0
525,-100,-85.0,100,1.5,6.5
526,-100,-85.0,100,1.5,7.0
527,-100,-85.0,100,1.5,7.5
528,-100,-85.0,100,1.5,8.0
529,-100,-85.0,100,1.5,8.5
530,-100,-85.0,100,1.5,9.0
531,-100,-85.0,100,1.5,9.5
532,-100,-85.0,100,1.5,10.0
533,-100,-85.0,100,1.5,10.5
534,-100,-85.0,100,1.5,11.0
535,-100,-85.0,100,1.5,11.5
536,-100,-85.0,100,1.5,12.0
537,-100,-85.0,100,1.5,12.5
538,-100,-85.0,100,1.5,13.0
539,-100,-85.0,100,1.5,13.5
540,-100,-85.0,100,1.5,14.0
541,-100,-85.0,100,1.75,1.0
542,-100,-85.0,100,1.75,1.5
543,-100,-85.0,100,1.75,2.0
544,-100,-85.0,100,1.75,2.5
545,-100,-85.0,100,1.75,3.0
546,-100,-85.0,100,1.75,3.5
547,-100,-85.0,100,1.75,4.0
548,-100,-85.0,100,1.75,4.5
549,-100,-85.0,100,1.75,5.0
550,-100,-85.0,100,1.75,5.5
551,-100,-85.0,100,1.75,6.0
552,-100,-85.0,100,1.75,6.5
553,-100,-85.0,100,1.75,7.0
554,-100,-85.0,100,1.75,7.5
555,-100,-85.0,100,1.75,8.0
556,-100,-85.0,100,1.75,8.5
557,-100,-85.0,100,1.75,9.0
558,-100,-85.0,100,1.75,9.5
559,-100,-85.0,100,1.75,10.0
560,-100,-85.0,100,1.75,10.5
561,-100,-85.0,100,1.75,11.0
562,-100,-85.0,100,1.75,11.5
563,-100,-85.0,100,1.75,12.0
564,-100,-85.0,100,1.75,12.5
565,-100,-85.0,100,1.75,13.0
566,-100,-85.0,100,1.75,13.5
567,-100,-85.0,100,1.75,14.0
568,-100,-85.0,100,2.0,1.0
569,-100,-85.0,100,2.0,1.5
570,-100,-85.0,100,2.0,2.0
571,-100,-85.0,100,2.0,2.5
572,-100,-85.0,100,2.0,3.0
573,-100,-85.0,100,2.0,3.5
574,-100,-85.0,100,2.0,4.0
575,-100,-85.0,100,2.0,4.5
576,-100,-85.0,100,2.0,5.0
577,-100,-85.0,100,2.0,5.5
578,-100,-85.0,100,2.0,6.0
579,-100,-85.0,100,2.0,6.5
580,-100,-85.0,100,2.0,7.0
581,-100,-85.0,100,2.0,7.5
582,-100,-85.0,100,2.0,8.0
583,-100,-85.0,100,2.0,8.5
584,-100,-85.0,100,2.0,9.0
585,-100,-85.0,100,2.0,9.5
586,-100,-85.0,100,2.0,10.0
587,-100,-85.0,100,2.0,10.5
588,-100,-85.0,100,2.0,11.0
589,-100,-85.0,100,2.0,11.5
590,-100,-85.0,100,2.0,12.0
591,-100,-85.0,100,2.0,12.5
592,-100,-85.0,100,2.0,13.0
593,-100,-85.0,100,2.0,13.5
594,-100,-85.0,100,2.0,14.0
595,-100,-85.0,100,2.25,1.0
596,-100,-85.0,100,2.25,1.5
597,-100,-85.0,100,2.25,2.0
598,-100,-85.0,100,2.25,2.5
599,-100,-85.0,100,2.25,3.0
600,-100,-85.0,100,2.25,3.5
601,-100,-85.0,100,2.25,4.0
602,-100,-85.0,100,2.25,4.5
603,-100,-85.0,100,2.25,5.0
604,-100,-85.0,100,2.25,5.5
605,-100,-85.0,100,2.25,6.0
606,-100,-85.0,100,2.25,6.5
607,-100,-85.0,100,2.25,7.0
608,-100,-85.0,100,2.25,7.5
609,-100,-85.0,100,2.25,8.0
610,-100,-85.0,100,2.25,8.5
611,-100,-85.0,100,2.25,9.0
612,-100,-85.0,100,2.25,9.5
613,-100,-85.0,100,2.25,10.0
614,-100,-85.0,100,2.25,10.5
615,-100,-85.0,100,2.25,11.0
616,-100,-85.0,100,2.25,11.5
617,-100,-85.0,100,2.25,12.0
618,-100,-85.0,100,2.25,12.5
619,-100,-85.0,100,2.25,13.0
620,-100,-85.0,100,2.25,13.5
621,-100,-85.0,100,2.25,14.0
622,-100,-85.0,100,2.5,1.0
623,-100,-85.0,100,2.5,1.5
624,-100,-85.0,100,2.5,2.0
625,-100,-85.0,100,2.5,2.5
626,-100,-85.0,100,2.5,3.0
627,-100,-85.0,100,2.5,3.5
628,-100,-85.0,100,2.5,4.0
629,-100,-85.0,100,2.5,4.5
630,-100,-85.0,100,2.5,5.0
631,-100,-85.0,100,2.5,5.5
632,-100,-85.0,100,2.5,6.0
633,-100,-85.0,100,2.5,6.5
634,-100,-85.0,100,2.5,7.0
635,-100,-85.0,100,2.5,7.5
636,-100,-85.0,100,2.5,8.0
637,-100,-85.0,100,2.5,8.5
638,-100,-85.0,100,2.5,9.0
639,-100,-85.0,100,2.5,9.5
640,-100,-85.0,100,2.5,10.0
641,-100,-85.0,100,2.5,10.5
642,-100,-85.0,100,2.5,11.0
643,-100,-85.0,100,2.5,11.5
644,-100,-85.0,100,2.5,12.0
645,-100,-85.0,100,2.5,12.5
646,-100,-85.0,100,2.5,13.0
647,-100,-85.0,100,2.5,13.5
648,-100,-85.0,100,2.5,14.0
649,-100,-85.0,100,2.75,1.0
650,-100,-85.0,100,2.75,1.5
651,-100,-85.0,100,2.75,2.0
652,-100,-85.0,100,2.75,2.5
653,-100,-85.0,100,2.75,3.0
654,-100,-85.0,100,2.75,3.5
655,-100,-85.0,100,2.75,4.0
656,-100,-85.0,100,2.75,4.5
657,-100,-85.0,100,2.75,5.0
658,-100,-85.0,100,2.75,5.5
659,-100,-85.0,100,2.75,6.0
660,-100,-85.0,100,2.75,6.5
661,-100,-85.0,100,2.75,7.0
662,-100,-85.0,100,2.75,7.5
663,-100,-85.0,100,2.75,8.0
664,-100,-85.0,100,2.75,8.5
665,-100,-85.0,100,2.75,9.0
666,-100,-85.0,100,2.75,9.5
667,-100,-85.0,100,2.75,10.0
668,-100,-85.0,100,2.75,10.5
669,-100,-85.0,100,2.75,11.0
670,-100,-85.0,100,2.75,11.5
671,-100,-85.0,100,2.75,12.0
672,-100,-85.0,100,2.75,12.5
673,-100,-85.0,100,2.75,13.0
674,-100,-85.0,100,2.75,13.5
675,-100,-85.0,100,2.75,14.0
676,-100,-85.0,100,3.0,1.0
677,-100,-85.0,100,3.0,1.5
678,-100,-85.0,100,3.0,2.0
679,-100,-85.0,100,3.0,2.5
680,-100,-85.0,100,3.0,3.0
681,-100,-85.0,100,3.0,3.5
682,-100,-85.0,100,3.0,4.0
683,-100,-85.0,100,3.0,4.5
684,-100,-85.0,100,3.0,5.0
685,-100,-85.0,100,3.0,5.5
686,-100,-85.0,100,3.0,6.0
687,-100,-85.0,100,3.0,6.5
688,-100,-85.0,100,3.0,7.0
689,-100,-85.0,100,3.0,7.5
690,-100,-85.0,100,3.0,8.0
691,-100,-85.0,100,3.0,8.5
692,-100,-85.0,100,3.0,9.0
