id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA,mean_rssi_dbm,std_rssi_dbm,min_rssi_dbm,loss_rate_pct,throughput_pkt_s,mean_delay_s,std_delay_s,std_loss_rate,per_node_min_prr
478,-100,-115.0,40,1.0,10.0,-84.87,9.4929,-100,3.05,116.36,0.480841,0.277852,2.5318,0.9367
479,-100,-115.0,40,1.0,10.5,-84.35,9.8733,-100,7.61,110.87,0.520553,0.35893,7.927,0.8256
480,-100,-115.0,40,1.0,11.0,-84.81,10.1494,-100,1.94,117.63,0.414682,0.226274,1.2437,0.957
481,-100,-115.0,40,1.0,11.5,-84.25,10.6245,-100,3.65,115.61,0.445258,0.266887,4.119,0.8846
482,-100,-115.0,40,1.0,12.0,-84.23,10.9896,-100,2.37,117.31,0.44624,0.247726,1.6586,0.9553
483,-100,-115.0,40,1.0,12.5,-83.56,11.4025,-100,2.19,117.48,0.432436,0.244541,1.2525,0.9586
484,-100,-115.0,40,1.0,13.0,-84.41,11.6026,-100,8.5,109.75,0.569513,0.36453,6.9044,0.8083
485,-100,-115.0,40,1.0,13.5,-84.45,11.986,-100,8.24,110.23,0.564947,0.364524,6.7525,0.8391
486,-100,-115.0,40,1.0,14.0,-84.27,12.249,-100,9.12,109.16,0.544002,0.388407,8.9874,0.7438
490,-100,-115.0,40,1.25,2.5,-81.0,2.8661,-92,7.99,110.47,0.517754,0.372318,9.2409,0.7503
487,-100,-115.0,40,1.25,1.0,-81.34,1.5745,-87,3.89,115.48,0.454553,0.281788,3.9221,0.8904
488,-100,-115.0,40,1.25,1.5,-81.46,1.8784,-89,3.35,116.09,0.444497,0.270729,2.58,0.9273
489,-100,-115.0,40,1.25,2.0,-81.33,2.7751,-91,1.96,117.7,0.42093,0.233385,1.5017,0.9517
491,-100,-115.0,40,1.25,3.0,-81.44,3.2756,-94,2.24,117.51,0.443351,0.254552,1.5268,0.9566
